日期,时间段,计划购电_kWh,最终合同购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,弃电_kWh,电价_元每kWh,时段初SOC_kWh,时段末SOC_kWh
2025-04-21,20:40-20:50,719.7694666666667,719.7694666666667,0.0,6.5691999999998645,-0.0,0.0,1.2226,1615.453684409542,1608.154573298431
2025-04-21,20:50-21:00,723.7983333333334,723.7983333333334,9.508333333333464,0.0,-0.0,0.0,0.9332,1608.154573298431,1616.712073298431
2025-04-21,21:00-21:10,722.4771384186098,722.4771384186098,0.0,19.654778248056868,-0.0,0.0,0.9068,1616.712073298431,1594.87343080059
2025-04-21,21:10-21:20,692.1374573075335,692.1374573075335,0.0,55.69667602579975,-0.0,0.0,0.9371,1594.87343080059,1532.9882352163681
2025-04-21,21:20-21:30,725.5851528962559,725.5851528962559,0.0,9.594847103744177,0.0,1.1368683772161603e-13,0.9371,1532.9882352163681,1522.3272939899857
2025-04-21,21:30-21:40,770.9826811515687,770.9826811515687,17.696964484902207,0.0,1.1368683772161603e-13,0.0,0.9871,1522.3272939899857,1538.2545620263977
2025-04-21,21:40-21:50,718.3331999999999,718.3331999999999,41.99694999999994,0.0,-0.0,0.0,0.7764,1538.2545620263977,1576.0518170263977
2025-04-21,21:50-22:00,1355.4874081237833,1355.4874081237833,810.1490747904497,0.0,0.0,2.2737367544323206e-13,0.4209,1576.0518170263977,2305.1859843378024
2025-04-21,22:00-22:10,1328.4398792947138,1328.4398792947138,788.4602792947139,0.0,1.1368683772161603e-13,0.0,0.3859,2305.1859843378024,3014.800235703045
2025-04-21,22:10-22:20,582.8295692032557,582.8295692032557,28.210002536588945,0.0,0.0,1.1368683772161603e-13,0.4368,3014.800235703045,3040.189237985975
2025-04-21,22:20-22:30,1384.321666666667,1384.321666666667,833.3333333333333,0.0,0.0,0.34500000000036835,0.4198,3040.189237985975,3790.189237985975
2025-04-21,22:30-22:40,1331.0556613654655,1331.0556613654655,738.0086946987988,0.0,0.0,1.1368683772161603e-13,0.4186,3790.189237985975,4454.397063214894
2025-04-21,22:40-22:50,1318.1321,1318.1321,714.953866666667,0.0,2.2737367544323206e-13,0.0,0.4241,4454.397063214894,5097.855543214894
2025-04-21,22:50-23:00,1324.7216666666666,1324.7216666666666,754.2833333333328,0.0,0.0,3.410605131648481e-13,0.4237,5097.855543214894,5776.710543214894
2025-04-21,23:00-23:10,786.3151365160246,786.3151365160246,222.5349531826911,0.0,0.0,2.2737367544323206e-13,0.4248,5776.710543214894,5976.992001079316
2025-04-21,23:10-23:20,1375.5125992898716,1375.5125992898716,824.4174159565379,0.0,0.0,3.410605131648481e-13,0.424,5976.992001079316,6718.9676754402
2025-04-21,23:20-23:30,1358.0468113749796,1358.0468113749796,821.0234780416461,0.0,0.0,2.2737367544323206e-13,0.422,6718.9676754402,7457.888805677681
